OBJECTID,NAME,NAME_FR,FACILITY_GROUP_NAME,FACILITY_GROUP_NAME_FR,ADDRESS,ADDRESS_FR,SEASONAL,SEASON_START,SEASON_END,HOURS_SUNDAY_OPEN,HOURS_SUNDAY_CLOSED,HOURS_SUNDAY_SPECIAL,HOURS_MONDAY_OPEN,HOURS_TUESDAY_OPEN,HOURS_TUESDAY_CLOSED,HOURS_TUESDAY_SPECIAL,HOURS_WEDNESDAY_OPEN,HOURS_WEDNESDAY_CLOSED,HOURS_WEDNESDAY_SPECIAL,HOURS_THURSDAY_OPEN,HOURS_THURSDAY_CLOSED,HOURS_THURSDAY_SPECIAL,HOURS_FRIDAY_OPEN,HOURS_FRIDAY_CLOSED,HOURS_FRIDAY_SPECIAL,HOURS_SATURDAY_OPEN,HOURS_SATURDAY_CLOSED,HOURS_SATURDAY_SPECIAL,STAT_HOLIDAY_AVAILABILITY,CHANGE_STATION_CHILD,CHANGE_STATION_ADULT,FAMILY_TOILET,ACCESSIBILITY,REPORT_TELEPHONE,SPECIAL_TOILET_TYPE,X_COORDINATE,Y_COORDINATE,JURISDICTION,HOURS_MONDAY_CLOSED,HOURS_MONDAY_SPECIAL,HOURS_SUNDAY_SPECIAL_FR,HOURS_MONDAY_SPECIAL_FR,HOURS_TUESDAY_SPECIAL_FR,HOURS_WEDNESDAY_SPECIAL_FR,HOURS_THURSDAY_SPECIAL_FR,HOURS_FRIDAY_SPECIAL_FR,HOURS_SATURDAY_SPECIAL_FR
54,Hintonburg CC,Hintonburg CC,RECREATION,INSTALLATIONS DE LOISIRS,1064 WELLINGTON ST    W ,"1064, RUE WELLINGTON O.",0,NA,NA,09:30,16:00,NA,09:00,09:00,22:00,NA,09:00,22:00,NA,09:00,22:00,NA,09:00,22:00,NA,09:00,16:30,NA,0,1,0,0,3,311,0,-75.72429606,45.40358536,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
55,Canterbury Community Centre,Centre Communautaire Canterbury,RECREATION,INSTALLATIONS DE LOISIRS,2185 ARCH ST    ,"2185, RUE ARCH",0,NA,NA,09:00,18:00,NA,09:00,09:00,18:00,NA,09:00,18:00,NA,09:00,18:00,NA,09:00,18:00,NA,09:00,18:00,NA,0,1,1,0,1,311,0,-75.63000011,45.39093704,OTTAWA,18:00,NA,NA,NA,NA,NA,NA,NA,NA
56,"Ottawa Public Library Munster Hamlet Branch
Ottawa Public Library Munster Hamlet Branch
","Bibliothèque publique d’Ottawa Succursale Munster Hamlet
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",7749 BLEEKS RD    ,7749 CH BLEEKS,0,NA,NA,Closed,Closed,NA,xxxx,xxxx,xxxx,"2:30 PM-5:30 PM, 6:30 PM-8:30 PM",xxxx,xxxx,"2:30 PM-5:30 PM, 6:30 PM-8:30 PM",xxxx,xxxx,"2:30 PM-5:30 PM, 6:30 PM-8:30 PM",Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,0,311,0,-75.93915801,45.16528021,OTTAWA,xxxx,"2:30 PM-5:30 PM, 6:30 PM-8:30 PM",NA,"14 h 30 à 17 h 30, 18 h 30 à 20 h 30","14 h 30 à 17 h 30, 18 h 30 à 20 h 30","14 h 30 à 17 h 30, 18 h 30 à 20 h 30","14 h 30 à 17 h 30, 18 h 30 à 20 h 30",NA,NA
57,Dalhousie Community Centre,Centre communautaire Dalhousie,RECREATION,INSTALLATIONS DE LOISIRS,755 SOMERSET ST    W ,"755, RUE SOMERSET O.",0,NA,NA,Closed,Closed,NA,08:00,08:00,21:00,closed last 2 weeks in Dec,08:00,21:00,closed last 2 weeks in Dec,08:00,21:00,closed last 2 weeks in Dec,08:00,16:00,closed last 2 weeks in Dec,Closed,Closed,NA,0,1,0,0,3,311,0,-75.70901655,45.41057493,OTTAWA,21:00,closed last 2 weeks in Dec,NA,Fermé les deux dernières semaines de décembre,Fermé les deux dernières semaines de décembre,Fermé les deux dernières semaines de décembre,Fermé les deux dernières semaines de décembre,Fermé les deux dernières semaines de décembre,NA
58,Lowertown Cmplx,Lowertown Cmplx,RECREATION,INSTALLATIONS DE LOISIRS,40 COBOURG ST    ,"40, RUE COBOURG",0,NA,NA,09:00,16:00,NA,09:00,09:00,20:00,NA,09:00,20:00,NA,06:30,20:00,NA,09:00,18:00,NA,09:00,16:00,NA,0,0,0,0,2,311,0,-75.68129607,45.43445184,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
59,Routhier School CC,Centre communautaire de l’école Routhier,RECREATION,INSTALLATIONS DE LOISIRS,172 GUIGUES AVE   ,"172, AV. GUIGUES",1,SEP,JUN,Closed,Closed,NA,09:00,09:00,20:30,NA,09:00,20:30,NA,09:00,21:30,NA,09:00,17:00,NA,09:00,17:00,NA,0,1,NA,NA,3,311,0,-75.69150328,45.43206529,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
60,Ben Franklin Place,Place-Ben-Franklin,CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,101 CENTREPOINTE DR    ,"101, PROM. CENTREPOINTE",0,NA,NA,07:00,23:00,NA,07:00,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,07:00,23:00,NA,0,1,0,0,2,311,0,-75.76295519,45.34448515,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
61,Pinecrest Recreation Complex,Complexe récréatif Pinecrest,RECREATION,INSTALLATIONS DE LOISIRS,2250 TORQUAY AVE   ,"2250, AV. TORQUAY",0,NA,NA,08:00,19:00,NA,07:00,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,20:00,NA,08:00,19:00,NA,0,1,0,NA,2,311,0,-75.77291263,45.3479203,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
62,Plant Bath Recreation Centre,Centre récréatif Plant,RECREATION,INSTALLATIONS DE LOISIRS,930 SOMERSET ST    W ,"930, RUE SOMERSET O.",0,NA,NA,08:00,18:00,NA,07:00,07:00,21:30,NA,07:00,21:30,NA,07:00,21:30,NA,07:00,21:30,NA,08:00,18:00,NA,0,1,1,1,3,311,0,-75.71429131,45.40799782,OTTAWA,21:30,NA,NA,NA,NA,NA,NA,NA,NA
63,Britannia Park,Parc Britannia,NA,NA,2805 Carling Ave,"2805, av. Carling",1,MAY,AUG,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.80009998,45.36381656,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
64,Ken Ross Park,Parc Ken-Ross,NA,NA,600 Longfields Dr.,"600, prom. Longfields",1,MAY,AUG,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,1,311,1,-75.74332373,45.28379152,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
65,Mooney's Bay Park,Parc Mooney's Bay,NA,NA,2960 Riverside Drive,"2960, prom. Riverside",1,APR,OCT,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.69192362,45.36737229,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
66,Mooney's Bay Park,Parc Mooney's Bay,NA,NA,2960 Riverside Drive,"2960, prom. Riverside",1,APR,OCT,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,1,311,1,-75.69192362,45.36737229,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
67,Half Moon Bay Park,Parc Half Moon Bay,NA,NA,3525 Cambrian Rd.,"3525, ch. Cambrian",1,JUN,SEP,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.72838325,45.26212963,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
68,Andrew Haydon Park,Parc Andrew-Haydon,NA,NA,3127 Carling Ave,"3127, av. Carling",1,APR,OCT,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,1,311,1,-75.82045703,45.34923585,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
69,Point Restaurant Road Allowance,NA,NA,NA,Bishop Davis Dr. at Lane St.,prom. Bishop Davis à rue Lane,1,MAY,SEP,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-76.07639036,45.49898959,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
70,Leitrim Park,Parc Leitrim,NA,NA,3290 Leitrim Rd.,"3290, ch. Leitrim",1,MAY,OCT,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.59389513,45.32986449,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
71,Kars Recreation Centre,Centre récréatif de Kars,NA,NA,1604 Old Wellington St.,"1604, rue Old Wellington",1,MAY,OCT,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.6487088,45.1490209,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
72,Brantwood Park,Parc Brantwood,NA,NA,39 Onslow Cres.,"39, crois. Onslow",1,MAY,SEP,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.67265362,45.40755677,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
73,Ludger Landry Park,Parc Ludger-Landry,NA,NA,4825 Piperville Rd.,"4825, ch. Piperville",1,MAY,AUG,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,1,0,0,0,0,311,1,-75.51849399,45.34599117,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
74,Ron Kolbus Lakeside Centre,Centre Ron-Kolbus Lakeside,RECREATION,INSTALLATIONS DE LOISIRS,102 Greenview Ave.,"102, ave  Greenview",0,NA,NA,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,09:00,09:00,17:00,Summer Open 9:00 AM to 9:00 PM,09:00,17:00,Summer Open 9:00 AM to 9:00 PM,09:00,17:00,Summer Open 9:00 AM to 9:00 PM,09:00,17:00,Summer Open 9:00 AM to 9:00 PM,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,0,1,0,1,2,311,0,-75.80133901,45.36373964,OTTAWA,17:00,Summer Open 9:00 AM to 9:00 PM,"Durant l'été, ouvert de 11 h à 19 h","Durant l'été, ouvert de 9 h à 21 h","Durant l'été, ouvert de 9 h à 21 h","Durant l'été, ouvert de 9 h à 21 h","Durant l'été, ouvert de 9 h à 21 h","Durant l'été, ouvert de 9 h à 21 h","Durant l'été, ouvert de 11 h à 19 h"
75,Britannia Park: Beach Bldgs,Parc Britannia – Bâtiments de la plage,RECREATION,INSTALLATIONS DE LOISIRS,102 GREENVIEW AVE,"2805, AV. CARLING",1,MAY,SEP,10:30,19:00,NA,10:30,10:30,21:00,NA,10:30,21:00,NA,10:30,21:00,NA,10:30,19:00,NA,10:30,19:00,NA,1,1,0,1,1,311,0,-75.80202218,45.36425033,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
76,West Division Patrol Facility,Installation de la division Ouest,PROTECTIVE SERVICES,SERVICES DE PROTECTION,211 HUNTMAR DR    ,211 PROM HUNTMAR,0,NA,NA,08:00,16:00,NA,07:00,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,08:00,16:00,NA,0,1,0,1,3,311,0,-75.92693556,45.29314624,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
77,"Ottawa Public Library Orleans Branch
","Bibliothèque publique d’Ottawa Succursale Orléans
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1705 ORLEANS BLVD  ,1705 BOUL ORLEANS,0,NA,NA,13:00,17:00,Closed early June to early September,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,2,311,0,-75.52388204,45.45652518,OTTAWA,20:30,NA,Fermée du début juin au début septembre,NA,NA,NA,NA,NA,NA
78,Nepean Sportsplex,Sportsplex de Nepean,RECREATION,INSTALLATIONS DE LOISIRS,1645 WOODROFFE AVE   ,"1701, AV. WOODROFFE",0,NA,NA,08:00,21:00,8 am to 8 pm on Statutory Holidays,06:00,06:00,23:00,8 am to 8 pm on Statutory Holidays,06:00,23:00,8 am to 8 pm on Statutory Holidays,06:00,23:00,8 am to 8 pm on Statutory Holidays,06:00,22:00,8 am to 8 pm on Statutory Holidays,08:00,21:00,8 am to 8 pm on Statutory Holidays,1,1,0,0,2,311,0,-75.74563349,45.32655443,OTTAWA,23:00,8 am to 8 pm on Statutory Holidays,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés,8 h à 20 h les jours fériés
79,Minto Recreation Complex,Complexe récréatif Minto – Barrhaven,RECREATION,INSTALLATIONS DE LOISIRS,3559 GREENBANK RD    ,3559 CH GREENBANK,0,NA,NA,07:00,20:30,NA,06:00,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,07:00,21:00,NA,NA,NA,NA,NA,3,311,0,-75.73455561,45.25310532,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
80,Ottawa East Community Centre,Centre communautaire d'Ottawa-Est,RECREATION,INSTALLATIONS DE LOISIRS,61 MAIN ST    ,"61, RUE MAIN",1,SEP,JUN,09:30,12:30,NA,13:00,13:00,20:30,NA,13:00,20:30,NA,13:00,20:30,NA,13:00,17:00,NA,xxxx,xxxx,closed,0,0,0,0,0,311,0,-75.67988373,45.41299484,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,Fermé
81,Osgoode Historical Society & Museum,Le Musée et société historique du canton d'Osgoode ,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",7814 LAWRENCE ST    ,"7814, RUE LAWRENCE",0,NA,NA,xxxx,xxxx,Closed,xxxx,09:00,17:00,NA,09:00,17:00,NA,09:00,17:00,NA,09:00,17:00,NA,09:00,17:00,NA,NA,0,0,0,1,311,0,-75.462366,45.15993122,OTTAWA,xxxx,Closed,Fermé,Fermé,NA,NA,NA,NA,NA
82,Ray Friel Recreation Complex,Complexe récréatif Ray-Friel,RECREATION,INSTALLATIONS DE LOISIRS,1585 TENTH LINE RD    ,"1585, CH. TENTH LINE",0,NA,NA,08:00,20:00,NA,06:00,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,08:00,20:00,NA,1,1,0,0,3,311,0,-75.49310865,45.47201819,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
83,Jack Purcell Community Centre,"Centre communautaire Jack-Purcell
",RECREATION,INSTALLATIONS DE LOISIRS,320 JACK PURCELL LANE  ,"320, RLE. JACK PURCELL",0,NA,NA,21:00,20:00,NA,07:30,07:30,21:00,NA,07:30,21:00,NA,07:30,21:00,NA,07:30,21:00,NA,08:30,21:00,NA,0,1,0,0,3,311,0,-75.68966408,45.41575243,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
84,Fitzroy Harbour CC,Centre Communautaire de Fitzroy Harbour,RECREATION,INSTALLATIONS DE LOISIRS,100 CLIFFORD CAMPBELL ST    ,"100, RUE CLIFFORD CAMPBELL",0,NA,NA,NA,NA,NA,17:30,NA,NA,NA,NA,NA,NA,17:30,20:30,NA,NA,NA,NA,10:00,13:00,NA,NA,0,0,1,1,311,0,-76.20625797,45.4701353,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
85,"Ottawa Public Library Manotick Branch
","Bibliothèque publique d’Ottawa Succursale Manotick
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",5499 SOUTH RIVER DR    ,5499 PROM SOUTH RIVER,0,NA,NA,Closed,Closed,NA,Closed,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.67940135,45.23034009,OTTAWA,Closed,NA,NA,NA,NA,NA,NA,NA,NA
86,SSD District Office - 370 Catherine Admin Space,"Bureau de district des services sociaux – 370, rue Catherine (bureaux administratifs)",CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,370 CATHERINE ST    ,370 RUE CATHERINE,0,NA,NA,Closed,Closed,NA,08:30,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,Closed,Closed,NA,NA,1,0,1,2,311,0,-75.69749399999999,45.40680121,OTTAWA,16:30,8:00-4:00 Jun-Aug,NA,"8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août",NA
87,Michele Heights CC,Centre communautaire Michele Heights,RECREATION,INSTALLATIONS DE LOISIRS,2955 MICHELE DR    ,"2955, PROM. MICHÈLE",1,SEP,JUN,NA,NA,NA,09:00,09:00,20:00,NA,09:00,20:00,NA,09:00,20:00,NA,09:00,21:00,NA,09:00,23:30,NA,NA,0,0,0,3,311,0,-75.8019692,45.35459527,OTTAWA,20:00,NA,NA,NA,NA,NA,NA,NA,NA
88,Police East Division Headquarters,Quartier général de la police (division Est),PROTECTIVE SERVICES,SERVICES DE PROTECTION,3343 ST. JOSEPH BLVD  ,3343 BOUL ST. JOSEPH,0,NA,NA,08:00,16:00,NA,07:00,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,08:00,16:00,NA,0,0,0,0,1,311,0,-75.50036471,45.48424556,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
89,Police: Central Headquarters,Police – Quartier général (division Centre),PROTECTIVE SERVICES,SERVICES DE PROTECTION,474 ELGIN ST    ,474 RUE ELGIN,0,NA,NA,07:00,21:00,NA,07:00,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,1,0,0,1,3,311,0,-75.68646263,45.41227748,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
90,Rockcliffe Park CC,Centre communautaire du parc Rockcliffe,RECREATION,INSTALLATIONS DE LOISIRS,380 SPRINGFIELD RD    ,380 CH SPRINGFIELD,0,NA,NA,Closed,Closed,NA,10:00,13:00,20:30,NA,10:00,17:00,NA,13:00,20:30,NA,14:00,18:00,NA,10:00,14:00,NA,NA,0,0,0,2,311,0,-75.67868436,45.45083677,OTTAWA,17:00,NA,NA,NA,NA,NA,NA,NA,NA
91,"Ottawa Public Library Vernon Branch
","Bibliothèque publique d’Ottawa Succursale Vernon
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",8682 BANK ST    ,8682 RUE BANK,0,NA,NA,Closed,Closed,NA,Closed,xxxx,xxxx,"10:00 am-1:00 pm, 5:30 pm-8:30pm",15:00,20:30,NA,17:30,20:30,NA,Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,1,311,0,-75.46377516,45.16322879,OTTAWA,Closed,NA,NA,NA,"10 h à 13 h, 17 h 30 à 20 h 30",NA,NA,NA,NA
92,Pat Clark Community Centre,Centre communautaire Pat Clark,RECREATION,INSTALLATIONS DE LOISIRS,4355 HALMONT DR    ,"4355, PROM. HALMONT",0,NA,NA,09:00,13:00,NA,09:00,09:00,20:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,13:00,NA,0,1,NA,0,2,311,0,-75.61974798,45.42864188,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
93,Employment and Resource Centre,Centre de ressources à l'emploi,CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,2020 WALKLEY RD    ,2020 CH WALKLEY,0,NA,NA,Closed,Closed,NA,08:30,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,08:30,16:30,8:00-4:00 Jun-Aug,Closed,Closed,NA,NA,1,0,1,1,311,0,-75.62857676,45.38357544,OTTAWA,16:30,8:00-4:00 Jun-Aug,NA,"8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août","8 h à 16 h, de juin à août",NA
94,Dempsey CC,Centre communautaire Dempsey,RECREATION,INSTALLATIONS DE LOISIRS,1816 ST. LAURENT BLVD  ,"1895, CH. RUSSELL",0,NA,NA,09:00,03:30,NA,09:00,09:00,20:30,NA,09:00,08:30,NA,09:00,20:00,NA,09:00,16:00,NA,09:00,01:00,NA,0,1,0,0,2,311,0,-75.62768429,45.40258303,OTTAWA,22:30,NA,NA,NA,NA,NA,NA,NA,NA
95,"Ottawa Public Library Alta Vista Branch
","Bibliothèque publique d’Ottawa Succursale Alta Vista
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2516 ALTA VISTA DR    ,2516 PROM ALTA VISTA,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.6617765,45.37817302,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
96,"Ottawa Public Library Carlingwood Branch
","Bibliothèque publique d’Ottawa Succursale Carlingwood
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",281 WOODROFFE AVE   ,281 AV WOODROFFE,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,3,311,0,-75.77178842000001,45.37323794,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
97,South Fallingbrook Community Centre,Centre Communautaire South Fallingbrook,RECREATION,INSTALLATIONS DE LOISIRS,998 Valin,998 Valin,0,NA,NA,08:30,17:00,NA,08:00,08:00,22:00,NA,08:00,22:00,NA,08:00,22:00,NA,08:00,20:00,NA,09:00,14:00,NA,0,1,0,0,1,311,0,-75.46148728,45.4709579,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
98,West Carleton Community Complex Offices,Bureaux du complexe communautaire de West Carleton,CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,5670 CARP RD    ,5670 CH CARP,0,NA,NA,Closed,Closed,NA,07:00,07:00,17:00,NA,07:00,17:00,NA,07:00,17:00,NA,07:00,17:00,NA,Closed,Closed,NA,0,1,0,0,1,311,0,-76.14744635,45.41596522,OTTAWA,17:00,NA,NA,NA,NA,NA,NA,NA,NA
99,St. Laurent Complex/Don Gamble Community Centre,Complexe St. Laurent – Centre communautaire Don Gamble,RECREATION,INSTALLATIONS DE LOISIRS,525 COTE ST    ,"525, RUE CÔTÉ",0,NA,NA,07:00,20:00,NA,06:00,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,07:00,20:00,NA,0,1,0,1,3,311,0,-75.64781758,45.43630137,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
100,"Ottawa Public Library Blackburn Hamlet Branch
","Bibliothèque publique d’Ottawa Succursale Blackburn Hamlet
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",199 GLEN PARK DR,"199, PROM GLEN PARK",0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,2,311,0,-75.56427733,45.43056654,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
