OBJECTID,NAME,NAME_FR,FACILITY_GROUP_NAME,FACILITY_GROUP_NAME_FR,ADDRESS,ADDRESS_FR,SEASONAL,SEASON_START,SEASON_END,HOURS_SUNDAY_OPEN,HOURS_SUNDAY_CLOSED,HOURS_SUNDAY_SPECIAL,HOURS_MONDAY_OPEN,HOURS_TUESDAY_OPEN,HOURS_TUESDAY_CLOSED,HOURS_TUESDAY_SPECIAL,HOURS_WEDNESDAY_OPEN,HOURS_WEDNESDAY_CLOSED,HOURS_WEDNESDAY_SPECIAL,HOURS_THURSDAY_OPEN,HOURS_THURSDAY_CLOSED,HOURS_THURSDAY_SPECIAL,HOURS_FRIDAY_OPEN,HOURS_FRIDAY_CLOSED,HOURS_FRIDAY_SPECIAL,HOURS_SATURDAY_OPEN,HOURS_SATURDAY_CLOSED,HOURS_SATURDAY_SPECIAL,STAT_HOLIDAY_AVAILABILITY,CHANGE_STATION_CHILD,CHANGE_STATION_ADULT,FAMILY_TOILET,ACCESSIBILITY,REPORT_TELEPHONE,SPECIAL_TOILET_TYPE,X_COORDINATE,Y_COORDINATE,JURISDICTION,HOURS_MONDAY_CLOSED,HOURS_MONDAY_SPECIAL,HOURS_SUNDAY_SPECIAL_FR,HOURS_MONDAY_SPECIAL_FR,HOURS_TUESDAY_SPECIAL_FR,HOURS_WEDNESDAY_SPECIAL_FR,HOURS_THURSDAY_SPECIAL_FR,HOURS_FRIDAY_SPECIAL_FR,HOURS_SATURDAY_SPECIAL_FR
101,Notre-Dame-des-Champs Community Centre,Centre communautaire Notre-Dame-des-Champs,RECREATION,INSTALLATIONS DE LOISIRS,3659 NAVAN RD    ,"3659, CH. NAVAN",1,JUN,AUG,10:00,16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:00,16:00,NA,NA,1,0,1,2,311,0,-75.49236027,45.4273274,OTTAWA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Billings Estate Museum: Main House,Musée du domaine Billings: La maison principale,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2100 CABOT ST    ,"2100, RUE CABOT",1,MAY,OCT,10:00,17:00,Times may vary for special events and/or programs.,Closed,Closed,Closed,NA,10:00,17:00,Times may vary for special events and/or programs.,10:00,17:00,Times may vary for special events and/or programs.,10:00,17:00,Times may vary for special events and/or programs.,10:00,17:00,Times may vary for special events and/or programs.,0,NA,NA,NA,1,311,0,-75.6726996,45.38975471,OTTAWA,Closed,NA,L'horaire peut varier pour les événements et programmes spéciaux.,NA,NA,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.
103,Aquaview Community Hall,Salle Communautaire Aquaview,RECREATION,INSTALLATIONS DE LOISIRS,318 AQUAVIEW DR    ,"318, PROM. AQUAVIEW",0,NA,NA,NA,NA,NA,08:30,08:30,18:00,NA,08:30,18:00,NA,08:30,18:00,NA,08:30,18:00,NA,NA,NA,NA,0,1,0,0,1,311,0,-75.47797594,45.45321195,OTTAWA,20:00,NA,NA,NA,NA,NA,NA,NA,NA
104,Arts Court,Cour des Arts,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2 DALY AVE   ,"2, AV. DALY",0,NA,NA,09:00,23:00,NA,09:00,09:00,23:00,NA,09:00,23:00,NA,09:00,23:00,NA,09:00,23:00,NA,09:00,23:00,NA,0,1,NA,NA,2,311,0,-75.68880523,45.42544266,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
105,Canterbury Pool,Piscine Canterbury,RECREATION,INSTALLATIONS DE LOISIRS,2185 ARCH ST    ,2185 RUE ARCH,0,NA,NA,09:00,18:00,NA,09:00,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,22:00,NA,09:00,18:30,NA,0,1,1,0,1,311,0,-75.62943736,45.3904448,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
106,Hunt Club Riverside CC,Centre communautaire Hunt Club Riverside,RECREATION,INSTALLATIONS DE LOISIRS,3320 PAUL ANKA DR    ,"3320, PROM. PAUL ANKA",0,NA,NA,08:30,17:00,NA,07:00,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,07:00,21:00,NA,08:30,17:00,NA,0,1,0,0,3,311,0,-75.67281137,45.35214816,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
107,Cumberland Museum - Washrooms/Canteen,Musée-village du patrimoine de Cumberland - Toilettes/cantine,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2940 OLD MONTREAL RD    ,"2940, CH. OLD MONTREAL",1,MAY,OCT,10:00,17:00,December - 3 pm - 8 pm,NA,NA,NA,NA,10:00,17:00,NA,10:00,17:00,NA,10:00,17:00,December - 3 pm - 8 pm,10:00,17:00,December - 3 pm - 8 pm,0,1,NA,NA,2,311,0,-75.38976511,45.51658034,OTTAWA,NA,NA,Décembre – 15 h à 20 h,NA,NA,NA,NA,Décembre – 15 h à 20 h,Décembre – 15 h à 20 h
108,Overbrook Community Centre,Centre Communautaire Overbrook,RECREATION,INSTALLATIONS DE LOISIRS,33 QUILL ST    ,"33, RUE QUILL",0,NA,NA,09:00,19:00,NA,09:00,09:00,22:00,NA,09:00,22:00,NA,09:00,22:00,NA,09:00,10:00,NA,09:00,20:00,NA,0,1,1,NA,3,311,0,-75.65680825,45.4255313,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
109,Sawmill Creek Pool and Community Centre,Piscine et centre communautaire Sawmill Creek,RECREATION,INSTALLATIONS DE LOISIRS,3380 D'AOUST AVE   ,"3380, AV. D'AOUST",0,NA,NA,08:30,15:00,NA,08:00,07:00,21:00,NA,08:00,20:30,NA,07:00,21:00,NA,08:00,20:30,NA,08:30,15:00,NA,0,1,1,1,3,311,0,-75.63633423,45.34972733,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
110,Eccolands Park Comfort Station,Bloc sanitaire du parc Eccolands,RECREATION,INSTALLATIONS DE LOISIRS,334 RIVER RD    ,"334, CH. RIVER",1,APR,SEP,05:00,23:00,NA,05:00,05:00,23:00,NA,05:00,23:00,NA,05:00,23:00,NA,05:00,11:00,NA,05:00,23:00,NA,NA,0,0,0,1,311,0,-75.6961695,45.31462643,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
111,"Ottawa Public Library Centennial Branch
","Bibliothèque publique d’Ottawa Succursale Centennial
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",3870 OLD RICHMOND RD    ,3870 CH OLD RICHMOND,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.82566474,45.32115392,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
112,Jim Durrell Recreation Centre,Centre récréatif Jim-Durrell,RECREATION,INSTALLATIONS DE LOISIRS,1265 WALKLEY RD    ,"1265, CH. WALKLEY",0,NA,NA,09:00,21:00,NA,09:00,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,0,0,0,0,2,311,0,-75.6590559,45.37330447,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
113,2670 Queensview Drive,"2670, promenade Queensview",GENERAL PURPOSE,USAGES MULTIPLES,2670 QUEENSVIEW DR    ,2670 PROM QUEENSVIEW,0,NA,NA,Closed,Closed,NA,07:30,07:30,05:30,NA,07:30,05:30,NA,07:30,05:30,NA,07:30,05:30,NA,Closed,Closed,NA,0,0,0,1,3,311,0,-75.78592567,45.35270316,OTTAWA,05:30,NA,NA,NA,NA,NA,NA,NA,NA
114,Rideauview Community Centre,Centre communautaire Rideauview,RECREATION,INSTALLATIONS DE LOISIRS,4310 SHORELINE DR    ,"4310, PROM. SHORELINE",0,NA,NA,Closed,Closed,NA,09:00,09:00,18:00,NA,09:00,18:00,NA,09:00,18:00,NA,09:00,18:00,NA,Closed,Closed,NA,0,1,0,0,3,311,0,-75.68740012,45.27737445,OTTAWA,18:00,NA,NA,NA,NA,NA,NA,NA,NA
115,"Ottawa Public Library North Gower Branch
","Bibliothèque publique d’Ottawa Succursale North Gower
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",6579 FOURTH LINE RD    ,6579 CH FOURTH LINE,0,NA,NA,Closed,Closed,NA,17:00,10:00,20:30,NA,xxxx,xxxx,"10:00 AM-12:30 PM, 1:00 PM-5:00 PM",13:00,20:30,NA,Closed,Closed,NA,10:00,14:00,NA,0,1,0,0,0,311,0,-75.71752986,45.13292966,OTTAWA,20:30,NA,NA,NA,NA,"10 h à 12 h 30, 13 h à 17 h",NA,NA,NA
116,Osgoode Recreation Complex,Complexe récréatif d'Osgoode,RECREATION,INSTALLATIONS DE LOISIRS,5630 OSGOODE MAIN ST    ,5630 RUE OSGOODE MAIN,0,NA,NA,08:00,22:00,May-Sept  open when booked only,08:00,08:00,22:00,May-Sept  open when booked only,08:00,22:00,May-Sept  open when booked only,08:00,22:00,May-Sept  open when booked only,08:00,22:00,May-Sept  open when booked only,08:00,22:00,May-Sept  open when booked only,1,1,0,0,1,311,0,-75.60145128,45.14734982,OTTAWA,22:00,May-Sept  open when booked only,"De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation","De mai à septembre, ouvert seulement sur réservation"
117,Richmond Arena & CC,Centre communautaire et aréna Richmond,RECREATION,INSTALLATIONS DE LOISIRS,6095 PERTH ST    ,"6095, RUE PERTH",0,NA,NA,06:00,23:30,NA,06:00,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,06:00,22:00,NA,06:00,23:30,NA,0,1,NA,NA,1,311,0,-75.8379417,45.19584128,OTTAWA,22:00,NA,NA,NA,NA,NA,NA,NA,NA
118,Pinhey's Point Historic Site: Estate Building,Lieu historique de Pinhey's Point – Édifice immobilier  ,ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",270 PINHEY POINT RD    ,"270, CH. PINHEY POINT",1,MAY,AUG,10:00,17:00,Times may vary for special events and programs.,Closed,Closed,Closed,NA,10:00,17:00,Times may vary for special events and programs.,22:00,17:00,Times may vary for special events and programs.,10:00,17:00,Times may vary for special events and programs.,10:00,17:00,Times may vary for special events and programs.,0,0,0,0,1,311,0,-75.95328617,45.44048894,OTTAWA,Closed,NA,L'horaire peut varier pour les événements et programmes spéciaux.,NA,NA,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.,L'horaire peut varier pour les événements et programmes spéciaux.
119,Kanata Client Services Centre-580 Terry Fox Drive,"Centre du service à la clientèle de Kanata – 580, promenade Terry Fox",CIVIC ADMINISTRATION,ADMINISTRATION MUNICIPALE,580 TERRY FOX DR    ,580 PROM TERRY FOX,0,NA,NA,Closed,Closed,NA,08:30,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,08:30,16:30,NA,Closed,Closed,NA,0,0,0,0,0,311,0,-75.90737372,45.30103033,OTTAWA,16:30,NA,NA,NA,NA,NA,NA,NA,NA
120,Eva James Community Centre,Centre communautaire Eva-James,RECREATION,INSTALLATIONS DE LOISIRS,65 STONEHAVEN DR    ,"65, PROM. STONEHAVEN",0,NA,NA,09:00,19:00,July and August Closed,09:00,09:00,21:00,July and August 8AM-5PM,09:00,21:00,July and August 8AM-5PM,09:00,21:00,July and August 8AM-5PM,09:00,21:00,July and August 8AM-5PM,09:00,17:00,July and August Closed,0,1,0,0,3,311,0,-75.85769892,45.29062514,OTTAWA,21:00,July and August 8AM-5PM,Fermé en juillet et en août,"En juillet et en août, 8 h à 17 h","En juillet et en août, 8 h à 17 h","En juillet et en août, 8 h à 17 h","En juillet et en août, 8 h à 17 h","En juillet et en août, 8 h à 17 h",Fermé en juillet et en août
121,Lansdowne Park: Aberdeen Pavilion,parc Lansdowne - Pavillon Aberdeen,RECREATION,INSTALLATIONS DE LOISIRS,945 BANK ST    ,945 RUE BANK,0,NA,NA,08:00,20:00,NA,08:00,08:00,20:00,NA,08:00,20:00,NA,08:00,20:00,NA,08:00,20:00,NA,08:00,20:00,NA,NA,1,0,0,2,311,0,-75.68253542,45.4001517,OTTAWA,20:00,NA,NA,NA,NA,NA,NA,NA,NA
122,"Ottawa Public Library North Gloucester Branch
","Bibliothèque publique d’Ottawa Succursale Gloucester Nord
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",2036 OGILVIE RD,2036 CH OGILVIE,0,NA,NA,13:00,17:00,Closed early June to early September,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,2,311,0,-75.60077434,45.43810912,OTTAWA,20:30,NA,Fermée du début juin au début septembre,NA,NA,NA,NA,NA,NA
123,Splash Wave Pool,Piscine à vagues Splash,RECREATION,INSTALLATIONS DE LOISIRS,2040 OGILVIE RD,"2040, CH. OGILVIE",0,NA,NA,07:30,18:00,closed Mar 21-April 10,06:00,06:00,20:30,closed Mar 21-April 10,06:00,21:00,closed Mar 21-April 10,06:00,20:30,closed Mar 21-April 10,06:00,21:00,closed Mar 21-April 10,08:00,18:00,closed Mar 21-April 10,0,1,1,1,1,311,0,-75.60055933,45.43752146,OTTAWA,21:00,closed Mar 21-April 10,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril,Fermée du 21 mars au 10 avril
124,Erskine Johnson Arena & CC,Aréna et centre communautaire W.-Erskine-Johnson,RECREATION,INSTALLATIONS DE LOISIRS,3832 CARP RD    ,"3832, CH. CARP",1,OCT,MAR,07:00,11:00,NA,09:30,09:30,23:00,NA,09:30,23:00,NA,09:30,23:00,NA,09:30,23:00,NA,07:00,11:00,NA,NA,0,0,0,1,311,0,-76.03909971,45.34916012,OTTAWA,23:00,NA,NA,NA,NA,NA,NA,NA,NA
125,"Ottawa Public Library Sunnyside Branch
","Bibliothèque publique d’Ottawa Succursale Sunnyside
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",1049 BANK ST    ,1049 RUE BANK,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,3,311,0,-75.68379435,45.39546707,OTTAWA,20:30,NA,NA,NA,NA,NA,NA,NA,NA
126,Terry Fox Main Bldg,Complexe récréatif Terry Fox,RECREATION,INSTALLATIONS DE LOISIRS,2960 RIVERSIDE DR    ,"2960, PROM. RIVERSIDE",1,MAY,OCT,09:00,17:00,NA,09:00,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,21:00,NA,09:00,17:00,NA,0,0,0,0,3,311,0,-75.69138547,45.36983312,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
127,Fred G. Barrett Arena,Aréna Fred- G.- Barrett,RECREATION,INSTALLATIONS DE LOISIRS,3280 LEITRIM RD,"3280, CH. LEITRIM",0,NA,NA,06:30,22:00,Closed May-Sept. unless booked,06:30,06:30,23:00,May-Sept closed at 10 pm,06:30,23:00,May-Sept closed at 10 pm,06:30,23:00,May-Sept closed at 10 pm,06:30,23:00,May-Sept closed at 10 pm,06:30,22:00,Closed May-Sept unless booked,1,1,0,0,2,311,0,-75.59750382,45.33118907,OTTAWA,23:00,May-Sept closed at 10 pm,"Fermé de mai à septembre, ouvert seulement sur réservation","De mai à septembre, fermeture à 22 h","De mai à septembre, fermeture à 22 h","De mai à septembre, fermeture à 22 h","De mai à septembre, fermeture à 22 h","De mai à septembre, fermeture à 22 h","Fermé de mai à septembre, sauf pour réservation"
128,"Ottawa Public Library Hazeldean Branch
","Bibliothèque publique d’Ottawa Succursale Hazeldean
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",50 CASTLEFRANK RD    ,50 CH CASTLEFRANK,0,NA,NA,13:00,17:00,Closed early June to early September,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-75.88626461,45.29544321,OTTAWA,20:30,NA,Fermée du début juin au début septembre,NA,NA,NA,NA,NA,NA
129,Kanata Leisure & Wave Pool Cntr,Centre des loisirs et piscine à vagues de Kanata,RECREATION,INSTALLATIONS DE LOISIRS,70 AIRD PL    ,"70, PLACE AIRD",0,NA,NA,07:00,19:30,Modified holiday hours may occur during the year,06:30,06:30,21:30,Modified holiday hours may occur during the year,06:30,21:30,Modified holiday hours may occur during the year,06:30,21:30,Modified holiday hours may occur during the year,06:30,21:00,Modified holiday hours may occur during the year,07:00,20:30,Modified holiday hours may occur during the year,0,1,0,0,1,311,0,-75.89929422,45.31142048,OTTAWA,21:30,Modified holiday hours may occur during the year,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.,L'horaire des jours fériés peut être modifié.
130,Champagne Bath Pool,Piscine Bain Champagne,RECREATION,INSTALLATIONS DE LOISIRS,321 KING EDWARD AVE   ,"321, AV. KING EDWARD",0,NA,NA,09:00,16:30,NA,06:30,06:30,21:30,NA,06:30,21:30,NA,09:00,21:30,NA,06:30,21:00,NA,09:00,16:30,NA,0,0,0,0,2,311,0,-75.68671886999999,45.43065917,OTTAWA,21:30,NA,NA,NA,NA,NA,NA,NA,NA
131,Deborah Anne Kirwan Pool,Piscine Deborah-Anne-Kirwan,RECREATION,INSTALLATIONS DE LOISIRS,1300 KITCHENER AVE   ,"1300, AV. KITCHENER",0,NA,NA,08:30,17:00,NA,15:30,15:30,21:00,NA,15:30,21:00,NA,15:30,21:00,NA,15:30,19:00,NA,09:00,18:00,NA,0,1,0,0,2,311,0,-75.65760964,45.36736979,OTTAWA,21:00,NA,NA,NA,NA,NA,NA,NA,NA
132,Brewer Park Cmplx Pool,Complexe récréatif Brewer:piscine intérieure,RECREATION,INSTALLATIONS DE LOISIRS,196 HOPEWELL AVE   ,"100, VOIE BREWER",0,NA,NA,08:00,19:00,Closed in June. 10:30am to 3pm in July/August.,09:00,08:00,21:30,8:30am-4:30pm in June. 6:30am-9:30pm in July/Aug,07:30,21:30,8:30am-4:30pm in June. 6:30am-9:30pm in July/Aug,08:00,20:30,8:30am-4:30pm in June. 6:30am-9:30pm in July/Aug,09:00,21:00,8:30am-4:30pm in June. 6:30am-8:00pm in July/Aug,07:30,15:30,8:00am to 3:00pm in July/August,0,1,0,0,2,311,0,-75.69191557,45.38936085,OTTAWA,21:30,8:30am-4:30pm in June. 8:15am-9:30pm in July/Aug,Fermée en juin; 10 h 30 à 15 h en juillet et en août,8 h 30 à 16 h 30 en juin; 8 h 15 à 21 h 30 en juillet et en août,8 h 30 à 16 h 30 en juin; 6 h 30 à 21 h 30 en juillet et en août,8 h 30 à 16 h 30 en juin; 6 h 30 à 21 h 30 en juillet et en août,8 h 30 à 16 h 30 en juin; 6 h 30 à 21 h 30 en juillet et en août,8 h 30 à 16 h 30 en juin; 6 h 30 à 20 h en juillet et en août,8 h à 15 h en juillet et en août
133,"Ottawa Public Library Carp Branch
","Bibliothèque publique d’Ottawa Succursale Carp
",ARTS AND CULTURE,"ARTS ET CULTURE
ARTS ET CULTURE",3911 CARP RD    ,3911 CH CARP,0,NA,NA,Closed,Closed,NA,10:00,10:00,20:30,NA,10:00,20:30,NA,10:00,20:30,NA,13:00,18:00,NA,10:00,17:00,NA,0,1,0,0,1,311,0,-76.04703321,45.35107704,OTTAWA,18:00,NA,NA,NA,NA,NA,NA,NA,NA
134,Richcraft Recreation Complex,Complexe récréatif Richcraft,RECREATION,INSTALLATIONS DE LOISIRS,4101 INNOVATION DR    ,"4101, PROM. INNOVATION",0,NA,NA,07:00,21:00,"Closed/Fermé September/Septembre 11-18, 2016",06:00,06:00,22:00,"Closed/Fermé September/Septembre 11-18, 2016",06:00,22:00,"Closed/Fermé September/Septembre 11-18, 2016",06:00,22:00,"Closed/Fermé September/Septembre 11-18, 2016",06:00,22:00,"Closed/Fermé September/Septembre 11-18, 2016",07:00,22:00,"Closed/Fermé September/Septembre 11-18, 2016",1,1,1,1,3,311,0,-75.92946016,45.34018993,OTTAWA,22:00,"Closed/Fermé September/Septembre 11-18, 2016",NA,NA,NA,NA,NA,NA,NA
135,Westboro Beach Building,Bâtiment de la plage Westboro,RECREATION,INSTALLATIONS DE LOISIRS,745 SIR JOHN A. MACDONALD PKY   ,"234, AV. ATLANTIS",1,MAY,AUG,xxxx,xxxx,Canteen operated weather dependent,xxxx,xxxx,xxxx,Canteen operated weather dependent,xxxx,xxxx,Canteen operated weather dependent,xxxx,xxxx,Canteen operated weather dependent,xxxx,xxxx,Canteen operated weather dependent,xxxx,xxxx,Canteen operated weather dependent,1,0,0,0,0,311,0,-75.76144228,45.39575353,OTTAWA,xxxx,Canteen operated weather dependent,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo,Cantine ouverte en fonction de la météo
